fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,July,26,PUNJAB,2610,SANGRUR,1039903,328.52267250681,17,67,351.539103734,676,15,3059,623729,500977,77393,99,18,24.36061,2424.990893734,34698,36905,61340,98365,0,85864,129469,3735,2049.09118,464116,12,45.11,22.96,99.97,NA
2024-2025,July,26,PUNJAB,2612,FARIDKOT,446104,327.556411733303,15,61,140.1354953,617,16,1022,284728,229247,57901,22,4,17.74919,1090.5295053,18071,22025,38750,72543,0,52559,92923,1639,932.64482,193910,6,76.03,3.07,100.12,NA
2024-2025,July,26,PUNJAB,2623,Fazilka,1331889,297.458004235503,11,67,1391.571092872,277,54,4398,370204,223626,114585,105,76,3.13099,2495.903512872,31088,39692,107030,201919,1,139125,253514,4675,1101.20143,201720,37,67.46,1.62,122.71,NA
2024-2025,Aug,26,PUNJAB,2601,GURDASPUR,680918,340.143869900854,23,22,663.547506999,1105,608,6387,269702,36555,8830,145,10,28.70639,1609.628716999,11573,12166,59407,68687,7,119401,136295,7492,917.37482,138380,42,71.97,8.55,101.61,NA
2024-2025,Aug,26,PUNJAB,2605,JALANDHAR,315023,326.68362093584,27,15,594.3354047,982,162,4379,384489,361551,44690,173,8,15.13438,1865.532372,13733,14380,36105,49159,0,72919,97441,5361,1256.0625873,294960,31,86.53,7.62,101.18,NA
2024-2025,Aug,26,PUNJAB,2606,KAPURTHALA,355484,314.273755902993,24,31,750.083531675,624,95,5190,318906,272184,34229,589,78,12.60335,1764.924745675,12838,13645,28234,40914,3,46799,66414,5814,1002.237864,248328,24,21.58,18.48,110.5,NA
2024-2025,Aug,26,PUNJAB,2610,SANGRUR,1218835,328.221470133668,19,69,426.313525934,701,15,3137,685203,549614,77522,105,18,27.34833,2702.645215934,35716,38104,61426,98531,0,85916,129597,3838,2248.98336,506822,12,46.56,21.76,100.34,NA
2024-2025,Aug,26,PUNJAB,2611,BHATINDA                  ,962621,327.918909953488,14,602,151.47849738,540,3,2980,483961,392083,95097,0,8,36.78107,1775.25920318,33639,38084,65252,117576,0,99489,165202,3520,1586.9996358,353797,9,56.39,10.78,100.69,NA
2024-2025,Aug,26,PUNJAB,2616,MUKATSAR,971873,346.836737285496,13,109,75.918312238,839,16,7028,417358,352239,125987,171,68,27.67158,1551.140762238,31268,37960,77298,149732,0,105226,194427,7867,1447.55087,281361,39,63.84,10.19,100.41,NA
2024-2025,Aug,26,PUNJAB,2618,FATEHGARH SAHIB,1142944,322.580778893383,28,147,129.9685018,892,0,3882,691802,516289,42133,0,0,25.87192,2387.4607018,24302,25671,35220,55652,6,53288,78693,4774,2231.62028,560625,28,36.07,35.13,100,NA
2024-2025,Aug,26,PUNJAB,2604,LUDHIANA,1484176,317.178051378054,22,65,764.101283204,1521,133,6411,814083,678642,74591,0,0,40.6285,3386.822379204,36745,38596,66604,89179,2,107255,135068,7932,2582.092596,662921,23,80.98,11,101.05,NA
2024-2025,Aug,26,PUNJAB,2605,JALANDHAR,315023,327.942024716258,28,15,594.3354047,989,156,4392,385738,362673,44700,173,8,15.70556,1875.037972,13765,14412,36109,49171,0,72935,97468,5381,1264.9970073,295909,31,86.48,7.65,101.17,NA
2024-2025,Aug,26,PUNJAB,2607,HOSHIARPUR,845916,342.942902889084,23,6,434.512487439,963,521,7147,353503,183270,58757,336,48,22.94911,1669.775047439,14744,15145,61009,96560,1,107160,160873,8110,1212.31345,212969,18,68.56,9.03,106.27,NA
2024-2025,Aug,26,PUNJAB,2617,MANSA,689346,331.759517334993,13,113,54.4835895,177,9,1919,266686,210507,74812,0,0,26.3267,965.5664759,19179,21519,48486,93805,1,82610,144409,2096,884.7561864,187625,17,46.75,18.3,103.97,NA
2024-2025,Aug,26,PUNJAB,2621,BARNALA,441886,329.396503788142,19,44,184.950389535,309,10,1178,258966,232090,37205,38,15,14.81108,1052.786419535,12974,14424,25167,42765,5,37791,60818,1487,853.02495,182898,27,53.58,5.97,99.92,NA
2024-2025,Aug,26,PUNJAB,2601,GURDASPUR,680918,340.613966580869,22,22,663.547506999,1088,620,6388,261467,35462,8817,132,10,18.09905,1572.239676999,11398,11983,59322,68591,6,119165,136042,7476,890.59312,134393,43,71.83,8.64,101.64,NA
2024-2025,Aug,26,PUNJAB,2611,BHATINDA                  ,962621,326.562968767054,14,598,151.47849738,540,3,2969,476420,385794,95084,0,8,36.06107,1743.35086318,33437,37835,65243,117553,0,99463,165152,3509,1555.8112958,348540,9,56.18,10.7,100.66,NA
2024-2025,Aug,26,PUNJAB,2620,TARN TARAN,611959,322.197355778838,25,20,302.2114065,587,105,6896,585507,446002,52702,1024,30,16.62746,2205.3269384,22716,23637,53247,70505,43,109109,155221,7483,1886.4880719,344863,31,71.72,8.22,109.19,NA
2024-2025,Aug,26,PUNJAB,2603,FEROZEPUR                 ,1054450,327.869879867574,20,24,562.146001948,1561,234,7616,434354,354647,87597,51,62,14.2338,2000.495739948,21321,24988,67011,107448,5,115901,177244,9177,1424.115938,245310,24,72.68,5.81,101.86,NA
2024-2025,Aug,26,PUNJAB,2610,SANGRUR,1218835,325.235030242471,18,69,412.935331834,685,15,3122,658511,528623,77459,99,18,24.65702,2579.300801834,35250,37560,61383,98448,0,85901,129543,3807,2141.70845,488192,12,45.92,22.28,99.86,NA
2024-2025,Aug,26,PUNJAB,2611,BHATINDA                  ,962621,327.450791350931,14,596,151.47849738,537,3,2965,468351,379368,95064,0,8,36.06107,1721.15862318,33308,37667,65226,117523,0,99460,165137,3502,1533.6190558,342990,9,56.39,10.58,100.63,NA
2024-2025,Aug,26,PUNJAB,2616,MUKATSAR,971873,352.71818568009,12,100,68.765992238,839,16,6998,393117,331708,125922,170,68,11.1257,1466.486842238,30240,36617,77250,149633,0,105215,194391,7837,1386.59515,265932,39,63.72,9.99,100.38,NA
2024-2025,Aug,26,PUNJAB,2620,TARN TARAN,611959,316.575961699276,25,20,302.2114065,586,109,6894,577587,439597,52602,1024,30,11.9176,2142.6306064,22486,23385,53136,70372,40,109028,155136,7480,1828.5015999,340033,31,71.67,8.28,109.37,NA
2024-2025,Aug,26,PUNJAB,2604,LUDHIANA,1484176,316.977572850984,22,65,764.101283204,1521,134,6411,813407,678056,74591,0,0,40.6285,3383.047549204,36742,38594,66604,89179,2,107255,135068,7932,2578.317766,662283,23,80.99,10.99,101.03,NA
2024-2025,Aug,26,PUNJAB,2605,JALANDHAR,315023,327.942024716258,28,15,594.3354047,989,156,4386,385738,362673,44698,173,8,15.70556,1875.037972,13765,14412,36109,49169,0,72933,97463,5375,1264.9970073,295909,31,86.48,7.65,101.17,NA
2024-2025,Aug,26,PUNJAB,2604,LUDHIANA,1484176,314.337042500608,21,64,764.101283204,1521,142,6353,780930,652596,74521,0,0,40.6285,3259.482049204,36103,37881,66552,89096,1,107208,134991,7874,2454.752266,636083,23,80.95,10.97,100.96,NA
2024-2025,Aug,26,PUNJAB,2607,HOSHIARPUR,845916,337.972691465822,23,6,433.057936839,660,544,7410,334877,174123,58811,323,49,7.57656,1572.427306839,14388,14768,60997,96670,0,107297,161256,8070,1131.79281,202216,18,67.87,9.27,106.48,NA
2024-2025,Aug,26,PUNJAB,2610,SANGRUR,1218835,329.186232688168,19,69,426.313525934,698,15,3131,676777,542910,77501,105,18,27.34833,2681.518565934,35552,37903,61404,98498,0,85905,129576,3829,2227.85671,500570,12,46.44,21.91,100.34,NA
2024-2025,Aug,26,PUNJAB,2615,MOGA,790544,317.223384503794,15,27,89.573763495,254,18,3707,369484,338036,86209,14,15,19.55148,1281.214893495,23744,26662,55779,95435,0,90552,146713,3961,1172.08965,262868,10,62.9,21.15,104,NA
2024-2025,Aug,26,PUNJAB,2619,SAS NAGAR MOHALI,263429,323.555185112683,21,10,173.0362158,467,33,2626,163468,79393,11224,40,7,4.21366,706.1590658,7450,7834,16011,22257,4,33560,44586,3093,528.90919,137534,25,58.75,9.9,101.22,NA
2024-2025,Aug,26,PUNJAB,2603,FEROZEPUR                 ,1054450,315.098238469024,21,24,564.589741948,1790,229,7432,466526,381753,87783,59,62,18.71198,2053.316929948,22151,26026,67162,107675,6,116040,177470,9222,1470.015208,263363,24,75.1,5.11,101.73,NA
2024-2025,Aug,26,PUNJAB,2605,JALANDHAR,315023,327.942024716258,28,15,594.3354047,989,156,4380,385738,362673,44696,173,8,15.70556,1875.037972,13765,14412,36109,49167,0,72932,97460,5369,1264.9970073,295909,31,86.48,7.65,101.17,NA
2024-2025,Aug,26,PUNJAB,2610,SANGRUR,1218835,328.478543658671,19,69,426.313525934,721,15,3135,693711,556246,77539,111,18,30.88329,2735.888605934,35846,38272,61437,98552,0,85928,129620,3856,2278.69179,512407,12,46.98,21.48,100.32,NA
2024-2025,Aug,26,PUNJAB,2611,BHATINDA                  ,962621,327.871474834809,14,608,151.47849738,545,3,2985,495486,401950,95115,0,8,37.00172,1813.03747318,33913,38432,65263,117599,1,99512,165240,3530,1624.5572558,362085,9,56.76,10.63,100.65,NA
2024-2025,Aug,26,PUNJAB,2620,TARN TARAN,611959,319.564670850983,26,20,302.9076665,598,99,6906,608144,462284,52950,1042,31,18.97688,2265.2979184,23264,24221,53502,70831,60,109428,155568,7504,1943.4133719,358290,31,72.33,8.17,109.46,NA
2024-2025,Aug,26,PUNJAB,2623,Fazilka,1612806,296.363232862588,12,81,1514.363105972,547,39,4268,477187,280434,114825,139,76,15.91094,2944.480865972,38586,49219,107265,202416,2,139191,253715,4815,1414.20682,271421,36,67.59,2.67,117.47,NA
2024-2025,Aug,26,PUNJAB,2624,MALERKOTLA,246319,332.556346757569,21,9,127.839556748,195,21,1110,148438,126594,15986,9,2,8.47838,629.957926748,7066,7538,12767,18771,0,19729,27018,1305,493.63999,115973,12,36.86,23.18,99.98,NA
2024-2025,Sep,26,PUNJAB,2602,AMRITSAR,845061,322.400235637587,25,41,589.9993833,1715,84,7199,596679,468365,56853,430,48,48.46234,2562.1562253,23328,24619,58593,75286,30,102728,127691,8914,1923.694502,363465,22,58.48,4.05,101.39,NA
2024-2025,Sep,26,PUNJAB,2604,LUDHIANA,1716108,315.974242483329,24,68,1037.754765476,1730,104,6509,974434,812571,74911,0,0,45.51383,4162.229045476,39107,41257,66871,89560,6,107410,135317,8239,3078.96045,791040,22,80.16,12,101.29,NA
2024-2025,Sep,26,PUNJAB,2606,KAPURTHALA,479934,317.83666961531,26,36,935.430960975,735,72,5204,370792,316790,34485,680,78,18.72881,2132.672714975,13832,14753,28406,41207,4,46887,66572,5939,1178.512944,288183,23,26.89,17,112.73,NA
2024-2025,Sep,26,PUNJAB,2612,FARIDKOT,691909,335.378457014588,19,79,268.297441615,713,3,1212,419654,337284,58215,34,4,34.96675,1710.693301615,21331,26613,39006,73019,0,52711,93276,1925,1407.42911,281699,5,79.59,2.66,100.98,NA
2024-2025,Sep,26,PUNJAB,2618,FATEHGARH SAHIB,1383089,322.216005585117,34,152,143.4751895,1500,0,3428,852265,635397,42214,0,0,42.66152,2932.2709495,25051,26618,35293,55778,18,53285,78703,4928,2746.13424,689335,27,33.32,40.96,99.98,NA
2024-2025,Sep,26,PUNJAB,2619,SAS NAGAR MOHALI,328833,314.46974682573,26,11,193.9438972,495,20,2737,221547,106512,11327,63,7,14.83475,905.4769372,8388,8862,16160,22475,7,33698,44772,3232,696.69829,186531,24,61.65,11.25,100.95,NA
2024-2025,Sep,26,PUNJAB,2622,Pathankot,508181,340.507981069922,27,10,360.1572652,508,105,4309,155731,74781,14493,0,4,54.29092,944.7246692,5594,5819,23502,30481,5,42459,54735,4817,530.276484,56402,26,73.76,4.04,101.22,NA
2024-2025,Sep,26,PUNJAB,2624,MALERKOTLA,278995,330.741819476998,22,12,135.767109848,225,15,1160,174072,148171,16033,9,2,13.41218,724.908189848,7676,8225,12812,18835,0,19758,27060,1385,575.7289,134565,11,40.88,20.71,99.99,NA
2024-2025,Aug,26,PUNJAB,2606,KAPURTHALA,355484,319.00895226853,26,36,931.114928975,731,74,5202,367661,314083,34441,652,78,18.72881,2122.715242975,13776,14682,28380,41162,4,46888,66570,5933,1172.871504,285812,23,26.61,17.09,112.49,NA
2024-2025,Aug,26,PUNJAB,2614,NAWANSHAHR ,657345,327.446376146117,30,21,484.593052173,1267,5,2678,614139,443593,29567,16,4,21.31565,2516.884602173,19986,20948,32749,44312,14,49457,64292,3945,2010.9759,459849,25,63.55,23.42,99.97,NA
2024-2025,Aug,26,PUNJAB,2615,MOGA,790544,323.890904134968,17,30,195.504724895,369,12,3709,451249,412118,86466,41,15,28.56686,1685.626050895,25814,29228,55940,95737,1,90709,147020,4078,1461.554466,317546,10,62.15,23.5,107.11,NA
2024-2025,Aug,26,PUNJAB,2621,BARNALA,441886,327.046314492711,21,48,221.774354135,352,9,1207,306837,275069,37294,59,15,26.02046,1251.293914135,14007,15648,25225,42870,10,37814,60868,1559,1003.4991,216667,25,55.88,6.75,100.26,NA
2024-2025,Sep,26,PUNJAB,2604,LUDHIANA,1716108,317.575521739219,25,68,1060.949304476,1735,104,6519,990054,825855,74936,0,0,45.51383,4250.632290476,39282,41445,66902,89590,9,107417,135323,8254,3144.169156,803303,22,80.24,11.99,101.27,NA
2024-2025,Sep,26,PUNJAB,2616,MUKATSAR,1212565,342.519541682695,14,127,221.078707038,1042,16,6974,545910,462932,126384,216,68,32.37113,2123.298267038,36623,44953,77499,150225,1,105384,194819,8016,1869.84843,368518,39,63.8,10.29,100.29,NA
2024-2025,Sep,26,PUNJAB,2620,TARN TARAN,715540,316.375904554718,27,22,522.4781424,944,75,6734,778687,585560,54994,1212,33,33.58327,3019.6394523,27882,29077,56112,73845,91,111665,157828,7678,2463.5780399,456029,30,69.36,7.09,111.59,NA
2024-2025,Sep,26,PUNJAB,2622,Pathankot,508181,337.72251442423,27,10,374.5130876,508,104,4315,158414,76259,14502,0,4,54.29092,963.8037516,5686,5920,23521,30504,5,42488,54766,4823,534.999744,57651,26,73.72,3.98,101.23,NA
2024-2025,Aug,26,PUNJAB,2604,LUDHIANA,1484176,317.786389011794,24,68,764.791943204,1622,111,6472,944722,788728,74849,0,0,42.24317,3809.233043204,38669,40773,66820,89482,6,107393,135284,8094,3002.19793,767019,23,80.36,11.91,101.34,NA
2024-2025,Aug,26,PUNJAB,2611,BHATINDA                  ,962621,327.830278713608,15,628,152.56265738,651,3,3007,560109,454030,95208,0,7,41.35126,2030.12081318,35185,40122,65323,117716,4,99538,165305,3658,1836.2068958,405500,9,56.97,10.77,101.1,NA
2024-2025,Aug,26,PUNJAB,2612,FARIDKOT,568864,339.766969289681,18,77,201.911470915,698,4,1194,394330,316962,58161,34,4,34.96675,1576.681310915,20846,25881,38956,72939,0,52704,93259,1892,1339.80309,265102,6,78.71,2.78,101.02,NA
2024-2025,Aug,26,PUNJAB,2614,NAWANSHAHR ,657345,327.433563294468,30,21,375.79875944,1264,5,2669,610393,440549,29560,16,4,21.31565,2395.74595944,19965,20922,32746,44298,13,49449,64273,3933,1998.63155,456821,25,63.87,23.54,99.97,NA
2024-2025,Aug,26,PUNJAB,2615,MOGA,790544,321.893318218313,17,29,103.960636695,366,13,3701,438416,400451,86420,35,15,28.56686,1543.759306695,25441,28749,55905,95676,0,90706,147006,4067,1411.23181,308728,10,62.08,23.36,105.99,NA
2024-2025,Aug,26,PUNJAB,2619,SAS NAGAR MOHALI,263429,311.861661632386,26,11,193.7275972,495,20,2721,218833,105403,11322,57,7,14.83475,891.0185772,8368,8841,16160,22468,7,33676,44730,3216,682.45623,184216,25,61.62,11.18,101.03,NA
2024-2025,Aug,26,PUNJAB,2624,MALERKOTLA,246319,331.057035415814,22,11,127.839556748,224,15,1146,168597,143530,16025,9,2,8.47838,694.470166748,7574,8111,12800,18818,0,19752,27054,1370,558.15223,130613,11,41.35,22.11,99.98,NA
2024-2025,Sep,26,PUNJAB,2601,GURDASPUR,807305,334.661959868351,24,25,810.692415899,1372,524,6316,357922,47033,8952,210,11,39.38099,2047.902185899,14706,15448,60678,70110,10,121187,138237,7688,1197.82878,183441,42,68.45,9.84,102.2,NA
2024-2025,Aug,26,PUNJAB,2609,PATIALA,1295757,326.157333242283,20,93,393.894975811,1631,36,6347,959176,628902,87664,0,0,33.20773,3555.525568511,46922,51113,85815,132711,41,128614,185729,7978,3128.4228627,754795,18,47.52,25.32,100.6,NA
2024-2025,Aug,26,PUNJAB,2617,MANSA,689346,322.506678660409,15,120,177.9888886,203,5,1950,337954,267083,75045,0,0,28.50626,1296.4193694,21567,24457,48608,94109,4,82622,144525,2153,1089.9242208,237304,16,46.87,18.53,103.52,NA
2024-2025,Aug,26,PUNJAB,2619,SAS NAGAR MOHALI,263429,314.924620412517,26,11,193.9438972,495,20,2734,221227,106370,11325,63,7,14.83475,905.4769372,8387,8861,16160,22473,7,33696,44765,3229,696.69829,186253,24,61.61,11.26,100.95,NA
2024-2025,Aug,26,PUNJAB,2601,GURDASPUR,680918,333.160598646043,24,25,705.308910999,1266,548,6390,346983,45084,8934,210,11,38.71686,1900.036410999,14373,15095,60538,69953,10,120969,137997,7656,1156.01064,177600,42,68.66,9.71,102.16,NA
2024-2025,Aug,26,PUNJAB,2603,FEROZEPUR                 ,1054450,303.019547528237,22,25,569.753170448,2437,212,6984,556101,454005,88311,101,62,27.50752,2282.355424448,24685,29155,67595,108376,30,116396,177974,9421,1685.094734,313772,24,73.25,5.01,107.81,NA
2024-2025,Aug,26,PUNJAB,2606,KAPURTHALA,355484,312.434223957425,26,36,915.017561975,731,74,5200,366784,313270,34439,652,78,18.72881,2079.705115975,13764,14668,28379,41160,4,46887,66567,5931,1145.958744,285163,23,26.5,17.11,111.28,NA
2024-2025,Aug,26,PUNJAB,2607,HOSHIARPUR,845916,331.108371021613,25,6,447.864599439,1326,463,7076,438023,227735,58780,404,48,28.73837,1926.933789439,16873,17380,61156,96712,1,107158,160735,8402,1450.33082,264339,18,70.68,8.65,105.65,NA
2024-2025,Aug,26,PUNJAB,2614,NAWANSHAHR ,657345,327.389365643553,30,21,482.067272173,1266,5,2675,611076,441051,29566,16,4,21.31565,2503.980762173,19965,20923,32746,44307,13,49455,64290,3941,2000.59784,457308,25,63.85,23.56,99.95,NA
2024-2025,Aug,26,PUNJAB,2621,BARNALA,441886,318.693659118872,21,47,221.774354135,341,9,1218,299911,268778,37286,52,15,26.02046,1203.592154135,13901,15517,25218,42861,10,37813,60865,1559,955.79734,211670,25,55.5,6.65,99.9,NA
2024-2025,Aug,26,PUNJAB,2622,Pathankot,434684,336.66514878902,27,10,341.6590538,508,109,4283,149507,70587,14462,0,4,54.29092,899.2879378,5447,5668,23453,30422,5,42434,54706,4791,503.337964,53328,27,71.86,4.38,101.23,NA
2024-2025,Aug,26,PUNJAB,2603,FEROZEPUR                 ,1054450,300.530143636418,22,25,565.864281948,2415,216,6994,539696,441178,88228,101,62,27.50752,2215.320965948,24252,28614,67521,108263,29,116346,177882,9409,1621.949164,304541,24,71.75,5.9,106.04,NA
2024-2025,Aug,26,PUNJAB,2604,LUDHIANA,1484176,318.24924620637,24,67,764.173193204,1615,114,6471,932616,778275,74827,0,0,42.21055,3774.427133204,38556,40634,66799,89456,5,107382,135272,8086,2968.04339,757743,23,80.48,11.76,101.33,NA
2024-2025,Aug,26,PUNJAB,2611,BHATINDA                  ,962621,327.323940270256,15,624,152.56265738,613,3,3037,551551,447415,95194,0,7,37.75876,1995.67988318,35003,39894,65315,117698,4,99535,165294,3650,1805.3584658,399942,9,56.98,10.82,100.98,NA
2024-2025,Sep,26,PUNJAB,2604,LUDHIANA,1716108,318.680156089269,25,69,1301.519433776,1787,92,6587,1035305,862812,75021,0,0,45.51383,4646.344853776,39939,42178,66997,89708,15,107468,135406,8374,3299.31159,839352,22,79.72,12.75,101.11,NA
2024-2025,Sep,26,PUNJAB,2615,MOGA,908374,325.891959345719,18,34,256.598465495,862,11,3288,488903,446523,86257,46,15,28.56686,1878.460891495,26699,30330,55841,95461,1,90468,146503,4150,1593.295566,343713,10,62.21,24.1,106.65,NA
2024-2025,Sep,26,PUNJAB,2620,TARN TARAN,715540,320.070021920163,28,25,668.4366965,1886,68,5848,823899,619569,55390,1288,39,35.10042,3340.5908264,28837,30127,56583,74411,101,112429,158613,7734,2637.0537099,482329,30,66.77,7.13,112.57,NA
2024-2025,Sep,26,PUNJAB,2624,MALERKOTLA,278995,330.074529233659,23,13,181.902065548,234,15,1161,185283,157484,16066,9,2,13.41218,806.886235548,7870,8451,12841,18883,1,19769,27089,1395,611.57199,143262,11,42.27,20.57,99.87,NA
2024-2025,Sep,26,PUNJAB,2615,MOGA,908374,326.201586856973,18,31,256.598465495,811,11,3328,481959,440121,86228,46,15,28.56686,1857.323231495,26568,30146,55826,95432,1,90455,146472,4139,1572.157906,338682,10,62.03,24.2,106.8,NA
2024-2025,Sep,26,PUNJAB,2617,MANSA,846050,315.10153522922,16,125,188.9125891,206,4,1962,378152,299660,75136,0,0,30.52038,1410.9957266,22871,26098,48665,94219,5,82658,144603,2168,1191.5627575,265506,16,46.61,18.46,103.64,NA
2024-2025,Sep,26,PUNJAB,2620,TARN TARAN,715540,321.670110135071,28,25,666.2970965,1821,68,5910,816906,613940,55307,1288,39,35.10042,3329.1399464,28709,29986,56518,74323,99,112355,158543,7731,2627.7424299,477897,30,66.92,6.89,112.48,NA
2024-2025,Sep,26,PUNJAB,2624,MALERKOTLA,278995,330.513951023292,23,13,181.729005548,234,15,1160,183965,156426,16060,9,2,13.41218,803.171175548,7847,8427,12834,18874,1,19769,27089,1394,608.02999,142167,11,42.14,20.64,99.9,NA
2024-2025,Sep,26,PUNJAB,2604,LUDHIANA,1716108,318.479789003287,26,69,1334.463303176,1793,92,6610,1043239,868689,75035,0,0,45.51383,4702.482499176,40051,42307,67004,89721,16,107488,135434,8403,3322.505366,845490,22,79.05,12.69,101.09,NA
2024-2025,Sep,26,PUNJAB,2605,JALANDHAR,397530,320.168985155147,31,19,935.456610224001,1145,105,4588,500106,470255,45342,190,8,45.7601,2582.401015124,16131,16982,36635,49880,5,73273,97876,5733,1601.1843049,384778,29,86.83,6.7,101.45,NA
2024-2025,Sep,26,PUNJAB,2608,ROPAR,735890,340.272586753947,34,23,603.727907103,857,51,4631,579282,355148,24903,0,9,28.51799,2603.383743103,16564,17526,29281,43879,70,51942,72845,5488,1971.137846,458367,29,58.44,5.25,110.04,NA
2024-2025,Sep,26,PUNJAB,2624,MALERKOTLA,278995,330.377273017631,23,14,209.334113948,234,15,1166,187856,159667,16071,9,2,13.41218,843.379823948,7898,8485,12844,18889,2,19770,27095,1400,620.63353,145086,11,42.71,20.45,99.91,NA
2024-2025,Sep,26,PUNJAB,2611,BHATINDA                  ,1130899,327.408434699363,17,666,269.995694028,771,3,2999,641372,519401,95418,0,7,45.04088,2414.942599828,37137,42594,65429,117987,11,99583,165477,3770,2099.9060258,461424,8,58.16,11.23,101.68,NA
2024-2025,Sep,26,PUNJAB,2612,FARIDKOT,691909,333.966079195799,21,81,404.555610008,741,3,1234,465555,374823,58309,34,4,34.96675,1994.318140008,22071,27707,39062,73162,0,52761,93428,1975,1554.79578,312094,5,80.65,2.51,100.86,NA
2024-2025,Sep,26,PUNJAB,2621,BARNALA,542854,327.478021587843,23,50,331.963338335,462,5,1139,337968,302832,37379,64,15,27.75214,1466.486398335,14546,16327,25274,42968,11,37837,60930,1601,1106.77092,239110,25,56.76,7.91,100.3,NA
2024-2025,Sep,26,PUNJAB,2623,Fazilka,1990266,297.827038008206,14,105,2369.237209402,778,27,4360,728027,425915,115377,229,76,47.54808,4585.046539402,49591,64668,107749,203475,3,139372,254278,5138,2168.26125,421849,34,68.29,4.25,114.36,NA
2024-2025,Sep,26,PUNJAB,2603,FEROZEPUR                 ,1299549,322.607506743996,24,25,839.680436298,2595,178,7037,657622,537185,88828,150,62,32.58875,2993.807124298,27216,32339,67989,109033,33,116816,178623,9632,2121.537938,371195,24,73.16,5.17,110.59,NA
2024-2025,Sep,26,PUNJAB,2604,LUDHIANA,1716108,318.308056209612,26,69,1336.252698576,1793,89,6613,1050283,874043,75054,0,0,45.51383,4724.901930576,40218,42489,67022,89744,16,107488,135436,8406,3343.135402,851389,22,78.87,12.76,101.07,NA
2024-2025,Sep,26,PUNJAB,2611,BHATINDA                  ,1130899,324.793453848336,17,671,272.957874028,778,3,3008,655686,530636,95446,0,7,45.04088,2447.623959828,37509,43085,65447,118028,11,99597,165516,3786,2129.6252058,471760,8,58.02,11.24,101.67,NA
2024-2025,Sep,26,PUNJAB,2621,BARNALA,542854,327.648901155711,23,50,357.890590835,484,5,1122,348184,311839,37416,64,15,29.79846,1528.510100835,14712,16533,25297,43009,12,37840,60935,1606,1140.82105,246527,25,56.9,8.05,100.26,NA
2024-2025,Sep,26,PUNJAB,2623,Fazilka,1990266,292.74302933129,15,113,2694.129740302,842,23,4388,788339,464078,115533,241,76,47.54808,5049.485290302,51866,68128,107856,203740,4,139441,254479,5230,2307.80747,457783,33,67.53,4.43,113.4,NA
2024-2025,Sep,26,PUNJAB,2601,GURDASPUR,807305,331.85761067956,25,26,1183.445963199,1570,450,6190,415298,52913,9067,271,11,44.18421,2605.828193199,16341,17175,61402,70944,14,121933,139075,7760,1378.19802,211252,41,66.61,10.28,101.96,NA
2024-2025,Sep,26,PUNJAB,2602,AMRITSAR,845061,321.539382334081,26,45,739.8984724,1881,79,7233,676806,529984,57385,560,51,58.30781,2974.4041144,25131,26572,59159,76005,39,103411,128546,9114,2176.197832,412379,22,56.82,3.8,101.15,NA
2024-2025,Sep,26,PUNJAB,2607,HOSHIARPUR,991495,338.444029893981,27,7,831.125796475,1343,387,7235,517830,268355,58862,467,48,28.73837,2612.428886475,18652,19263,61312,96930,4,107271,160880,8578,1752.56472,312553,17,71.96,8.14,106.92,NA
2024-2025,Sep,26,PUNJAB,2614,NAWANSHAHR ,778662,327.150186480592,33,22,672.841230159,1348,5,2696,689616,494871,29673,16,4,21.31565,2950.236910159,20538,21587,32864,44489,29,49582,64486,4044,2256.08003,515970,25,61.02,26.77,99.93,NA
2024-2025,Sep,26,PUNJAB,2615,MOGA,908374,320.197285774099,18,35,275.289360395,933,10,3245,508727,464576,86327,46,15,28.56686,1932.786266395,27311,31099,55881,95538,1,90463,146507,4178,1628.930046,357967,10,62.2,23.98,106.56,NA
2024-2025,Sep,26,PUNJAB,2617,MANSA,846050,315.053151633447,16,125,226.8530695,223,4,1957,399615,317837,75199,0,0,30.52038,1516.3731014,23668,27058,48701,94297,6,82676,144647,2180,1258.9996519,280863,16,46.9,18.44,103.56,NA
2024-2025,Sep,26,PUNJAB,2623,Fazilka,1990266,292.789811098652,15,113,2694.129740302,842,23,4376,788348,464078,115533,241,76,47.54808,5049.880440302,51866,68130,107856,203740,4,139441,254479,5218,2308.20262,457783,34,67.62,4.44,113.42,NA
