fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Sep,26,PUNJAB,2602,AMRITSAR,845061,321.554018357478,28,47,740.0684724,2643,69,6744,770912,603688,58072,667,53,99.61842,3318.5854064,27033,28636,59897,76907,50,104025,129301,9387,2478.898514,469286,21,56.08,3.85,102.03,NA
2024-2025,Sep,26,PUNJAB,2605,JALANDHAR,397530,325.87186242983,32,19,946.902380490001,1254,94,4576,556327,523527,45638,204,8,73.86096,2833.67649659,17061,17980,36878,50199,7,73410,98034,5830,1812.9131561,429076,28,87.31,6.5,104.23,NA
2024-2025,Sep,26,PUNJAB,2607,HOSHIARPUR,991495,333.398176947258,29,7,839.745661275,1474,358,7388,602835,315151,59001,527,48,64.88884,2914.475401275,20493,21196,61512,97223,10,107345,161003,8862,2009.8409,366563,17,72.34,8.14,106.06,NA
2024-2025,Sep,26,PUNJAB,2610,SANGRUR,1397347,323.91976219283,23,74,972.839198884,1305,11,2917,949677,759907,78119,163,19,95.32734,4144.358018884,40169,43468,61811,99320,17,86251,130327,4222,3076.19148,689952,11,51.2,18.54,101.56,NA
2024-2025,Sep,26,PUNJAB,2618,FATEHGARH SAHIB,1383089,321.582102854931,39,152,211.2233892,1675,0,3389,1023247,765649,42307,0,0,65.97714,3567.7797492,25758,27545,35389,55909,60,53228,78632,5064,3290.57922,827488,26,31.21,45.15,99.91,NA
2024-2025,Sep,26,PUNJAB,2603,FEROZEPUR                 ,1299549,323.831252145566,25,29,883.436507997999,2655,163,7146,739898,604679,89344,185,62,86.89805,3366.355515998,29301,34955,68386,109682,40,117103,179079,9801,2396.020958,418067,23,72.17,5.53,110.26,NA
2024-2025,Sep,26,PUNJAB,2612,FARIDKOT,691909,335.442660355815,22,84,412.910667908,814,2,1319,518472,418306,58488,34,4,65.24714,2217.334077908,23114,29194,39176,73414,1,52799,93555,2133,1739.17627,347369,5,80.94,2.68,100.75,NA
2024-2025,Sep,26,PUNJAB,2618,FATEHGARH SAHIB,1383089,321.05506136674,39,152,210.3863892,1674,0,3364,1007712,753487,42296,0,0,63.70242,3509.3991892,25686,27450,35380,55897,48,53227,78633,5038,3235.31038,814884,26,31.28,44.94,99.95,NA
2024-2025,Oct,26,PUNJAB,2604,LUDHIANA,1830247,316.676869066752,26,71,1358.314968176,1844,81,6903,1103211,917801,75201,0,0,117.07767,4969.006692176,40940,43311,67142,89917,28,107644,135659,8747,3493.614054,894836,21,78.44,12.76,102.3,NA
2024-2025,Oct,26,PUNJAB,2624,MALERKOTLA,300354,329.414931925455,25,16,210.669466048,245,13,1235,209109,177414,16111,9,2,26.52165,926.027386048,8191,8835,12890,18950,6,19794,27130,1480,688.83627,161661,12,43.5,20.6,99.91,NA
2024-2025,Sep,26,PUNJAB,2601,GURDASPUR,807305,328.761727688196,26,28,1192.742514199,1763,403,6190,483791,60909,9198,305,11,98.06246,2881.324624199,18438,19393,62085,71735,18,122454,139671,7953,1590.51965,243867,41,67.4,10.01,101.63,NA
2024-2025,Sep,26,PUNJAB,2602,AMRITSAR,845061,322.306151891855,28,47,740.0684724,2616,69,6752,769113,602138,58062,664,53,99.61842,3318.5854064,27011,28612,59895,76899,50,104024,129296,9368,2478.898514,468257,21,56.06,3.85,102.03,NA
2024-2025,Sep,26,PUNJAB,2603,FEROZEPUR                 ,1299549,319.535801404934,25,29,883.436507997999,2701,163,7150,754057,616578,89476,185,62,92.04806,3384.966645998,29684,35439,68482,109846,40,117171,179195,9851,2409.482078,425938,23,71.95,5.58,110.04,NA
2024-2025,Sep,26,PUNJAB,2610,SANGRUR,1397347,323.91976219283,23,74,972.839198884,1301,11,2909,949677,759907,78119,163,19,95.32734,4144.358018884,40169,43468,61811,99320,17,86251,130327,4210,3076.19148,689952,11,51.2,18.54,101.56,NA
2024-2025,Sep,26,PUNJAB,2602,AMRITSAR,845061,322.707283225188,28,47,740.0684724,2539,71,6800,744217,583690,57877,619,53,96.01055,3237.7214844,26570,28151,59709,76667,47,103942,129188,9339,2401.642462,453100,22,56.17,3.89,102.09,NA
2024-2025,Sep,26,PUNJAB,2608,ROPAR,735890,341.22440181951,37,24,615.862467803,888,44,4683,633797,387789,24939,0,9,60.29898,2838.831469803,16939,17963,29325,43959,92,51972,72908,5571,2162.670022,500597,29,59.45,5.01,109.82,NA
2024-2025,Sep,26,PUNJAB,2611,BHATINDA                  ,1130899,324.404993716934,18,698,284.278989028,827,3,3025,715415,578108,95638,0,7,107.01892,2712.139894828,38983,45024,65560,118299,12,99667,165714,3852,2320.8419858,514512,8,58.01,12.03,101.57,NA
2024-2025,Sep,26,PUNJAB,2612,FARIDKOT,691909,335.369040413967,22,84,412.910667908,813,2,1286,513857,414502,58475,34,4,65.24714,2201.475097908,23041,29088,39166,73397,0,52794,93546,2099,1723.31729,344337,5,80.92,2.71,100.79,NA
2024-2025,Sep,26,PUNJAB,2614,NAWANSHAHR ,778662,324.916081002176,35,23,680.953170159,1449,5,2652,753560,537083,29773,16,4,42.50265,3171.893440159,21078,22214,32974,44660,43,49669,64617,4101,2448.43762,563650,25,60.04,27.81,99.98,NA
2024-2025,Sep,26,PUNJAB,2611,BHATINDA                  ,1130899,322.980259019984,18,704,284.278989028,831,3,3046,729519,589305,95667,0,7,107.4643,2747.945644828,39315,45452,65579,118337,13,99680,165737,3877,2356.2023558,524726,8,58.13,12.16,101.51,NA
2024-2025,Sep,26,PUNJAB,2617,MANSA,846050,311.460897625158,18,140,253.2746478,256,3,1964,458599,365810,75301,0,0,64.53528,1746.1664897,25204,29081,48770,94434,11,82683,144669,2220,1428.3565619,322807,16,46.93,18.54,103.54,NA
2024-2025,Sep,26,PUNJAB,2623,Fazilka,1990266,295.625675849196,16,127,2743.034711714,887,19,4547,942333,556557,115926,257,76,110.83401,5639.647021714,57483,76339,108195,204452,5,139656,255000,5434,2785.7783,552821,32,67.04,5.2,111.2,NA
2024-2025,Oct,26,PUNJAB,2606,KAPURTHALA,554513,318.840435014999,30,39,940.224950975,818,50,5179,458375,391989,34676,894,79,57.32085,2459.030644975,14918,15974,28583,41465,15,46974,66721,5997,1461.484844,355722,23,31.07,14.47,115.01,NA
2024-2025,Oct,26,PUNJAB,2612,FARIDKOT,767064,333.750134074224,23,86,412.431779908,819,1,1412,557527,449250,58578,34,4,69.96662,2343.145509908,23674,30046,39240,73536,2,52800,93564,2231,1860.74711,373047,5,80.72,2.83,100.71,NA
2024-2025,Oct,26,PUNJAB,2618,FATEHGARH SAHIB,1578311,323.021606126085,41,153,211.2233892,1714,0,3389,1065346,798293,42325,0,0,67.10479,3719.6259392,25883,27710,35415,55938,68,53228,78632,5103,3441.29776,862145,26,30.86,45.91,99.98,NA
2024-2025,Oct,26,PUNJAB,2623,Fazilka,2191742,295.697744935174,17,135,2743.589232714,910,15,4687,1047420,614592,116182,271,76,113.31774,5954.104292714,61301,81933,108427,204886,6,139656,255000,5597,3097.19732,617390,31,66.71,5.6,110.43,NA
2024-2025,Oct,26,PUNJAB,2604,LUDHIANA,1830247,316.301468945167,27,71,1358.314968176,1844,79,6938,1116992,929661,75247,0,0,117.07767,5008.454742176,41173,43578,67180,89968,30,107644,135659,8782,3533.062104,905350,21,78.49,12.76,102.28,NA
2024-2025,Oct,26,PUNJAB,2606,KAPURTHALA,554513,318.12491509242,30,39,940.224950975,776,51,5215,447251,382491,34668,853,79,57.09295,2420.134764975,14825,15865,28572,41451,12,46974,66721,5991,1422.816864,346860,23,30.65,14.66,114.47,NA
2024-2025,Oct,26,PUNJAB,2607,HOSHIARPUR,1135091,329.257694174988,29,8,844.206659575,1569,337,7363,630282,333537,59050,534,48,83.3385,3002.797139575,21227,21971,61562,97300,10,107345,161007,8932,2075.25198,385849,16,72.41,8.4,105.8,NA
2024-2025,Oct,26,PUNJAB,2618,FATEHGARH SAHIB,1578311,323.060896340027,40,153,211.2233892,1687,0,3408,1052904,788144,42319,0,0,67.10479,3679.8492792,25847,27663,35408,55930,64,53228,78632,5095,3401.5211,851853,26,30.95,45.73,99.99,NA
2024-2025,Oct,26,PUNJAB,2622,Pathankot,568193,326.017174380942,30,13,520.5857896,613,73,4540,239275,113813,14903,0,4,84.93727,1385.6006536,7831,8188,24151,31304,15,43127,55559,5153,780.077594,85381,25,75.1,3,101.17,NA
2024-2025,Oct,26,PUNJAB,2623,Fazilka,2191742,296.342382867963,16,133,2743.509132714,901,17,4676,996589,587134,116078,268,76,113.31774,5810.142462714,59315,79048,108304,204660,6,139656,255000,5577,2953.31559,586730,32,66.88,5.48,110.66,NA
2024-2025,Oct,26,PUNJAB,2602,AMRITSAR,913738,318.84835798022,28,47,740.0684724,2774,69,6704,798681,625847,58296,689,53,99.61842,3386.2681464,27654,29309,60157,77207,52,104062,129348,9478,2546.581254,486800,21,55.7,3.82,101.98,NA
2024-2025,Oct,26,PUNJAB,2603,FEROZEPUR                 ,1448786,318.293209113308,25,29,883.436507997999,2707,165,7173,775613,634359,89624,204,62,92.04806,3444.208075998,30164,36058,68625,110055,41,117216,179259,9880,2468.723508,438816,23,71.84,5.56,109.88,NA
2024-2025,Oct,26,PUNJAB,2604,LUDHIANA,1830247,317.05752240051,27,71,1358.314968176,1844,79,6918,1110131,924097,75232,0,0,117.07767,4995.146482176,41059,43448,67166,89948,30,107644,135659,8762,3519.753844,900280,21,78.49,12.74,102.29,NA
2024-2025,Oct,26,PUNJAB,2611,BHATINDA                  ,1240105,326.941718224011,18,715,284.532709028,866,3,3063,759284,612861,95741,0,7,108.81883,2875.767694828,40051,46447,65644,118434,15,99677,165730,3929,2482.4161558,545319,8,58.34,12.64,101.46,NA
2024-2025,Oct,26,PUNJAB,2616,MUKATSAR,1339577,322.022323002429,17,148,630.347904638,1173,12,7388,833938,712745,127489,313,68,88.27381,3404.088234638,46754,58973,78100,151547,4,105896,196019,8561,2685.46652,572867,37,61.47,11.42,101.28,NA
2024-2025,Oct,26,PUNJAB,2624,MALERKOTLA,300354,329.177715199389,25,16,210.669466048,245,13,1237,209515,177762,16111,9,2,26.52165,926.867806048,8203,8848,12892,18952,6,19794,27130,1482,689.67669,161938,12,43.57,20.56,99.92,NA
2024-2025,Oct,26,PUNJAB,2603,FEROZEPUR                 ,1448786,319.180153466585,25,30,883.436507997999,2707,163,7218,787533,644115,89695,204,62,92.04806,3489.133605998,30468,36439,68693,110149,42,117219,179265,9925,2513.649038,445713,23,71.78,5.52,109.58,NA
2024-2025,Oct,26,PUNJAB,2604,LUDHIANA,1830247,316.427020905908,27,72,1358.314968176,1844,79,6962,1134751,943517,75281,0,0,117.07767,5066.051422176,41350,43786,67221,90012,32,107644,135659,8806,3590.658784,919743,21,78.43,12.84,102.21,NA
2024-2025,Oct,26,PUNJAB,2605,JALANDHAR,463733,324.69036567076,33,19,946.902380490001,1270,91,4625,592090,557496,45852,204,8,76.28449,2945.64605659,17688,18639,37065,50428,7,73426,98051,5895,1922.4591861,457142,28,87.67,6.36,103.98,NA
2024-2025,Oct,26,PUNJAB,2617,MANSA,944813,310.211424262748,18,143,253.2746478,287,3,1956,489046,390171,75368,0,0,65.6015,1835.9527097,25963,30048,48819,94524,13,82688,144674,2243,1517.0765619,343765,16,47.29,18.53,103.31,NA
2024-2025,Oct,26,PUNJAB,2620,TARN TARAN,828850,320.429466819648,31,31,685.8051805,2345,50,5582,1010146,751633,57051,1479,42,74.7853,3997.3959224,32020,33446,58806,77104,138,114389,160773,7927,3236.8054419,590179,30,71.13,7.61,112.27,NA
2024-2025,Oct,26,PUNJAB,2603,FEROZEPUR                 ,1448786,320.744083174303,26,34,886.123721997999,2715,152,7229,831603,678519,89938,204,62,92.37809,3645.819229998,31497,37711,68918,110481,45,117224,179283,9944,2667.317418,470673,23,71.78,5.7,109.43,NA
2024-2025,Oct,26,PUNJAB,2609,PATIALA,1839268,324.613138277548,24,115,637.198488911,2333,27,6150,1337361,877738,88252,0,0,115.42379,5093.871791111,54472,60044,86474,133669,146,128609,185789,8483,4341.2495122,1056796,17,47.88,28.58,100.67,NA
2024-2025,Oct,26,PUNJAB,2610,SANGRUR,1514131,326.261767168604,24,74,1089.282885235,1476,10,2844,1019914,815482,78228,169,19,105.68636,4522.558685235,41048,44557,61916,99475,20,86247,130328,4320,3327.58944,740564,11,52.46,18.25,101.85,NA
2024-2025,Oct,26,PUNJAB,2615,MOGA,995446,324.394030616112,21,38,287.381939595,1036,9,3313,620131,565411,86735,58,15,77.85913,2376.909015595,29412,33753,56154,96002,6,90543,146636,4349,2011.667946,436063,9,62.37,24.64,106.39,NA
2024-2025,Oct,26,PUNJAB,2616,MUKATSAR,1339577,336.397506874427,18,158,630.347904638,1234,10,7373,900075,770018,127702,317,68,88.59881,3746.776574638,48087,60740,78235,151805,4,105910,196064,8607,3027.82986,620631,37,60.35,12.48,101.9,NA
2024-2025,Oct,26,PUNJAB,2623,Fazilka,2191742,295.606916486893,17,138,2745.677232714,934,14,4665,1078669,635143,116265,281,76,113.31774,6047.615142714,62465,83717,108498,205023,6,139656,255001,5599,3188.62017,634814,31,66.16,5.91,110.28,NA
2024-2025,Oct,26,PUNJAB,2624,MALERKOTLA,300354,329.135259473988,26,16,212.583466048,249,13,1242,218018,184804,16128,9,2,26.52165,956.679226048,8294,8957,12909,18975,8,19795,27133,1491,717.57411,168339,12,44.01,20.23,99.94,NA
2024-2025,Oct,26,PUNJAB,2603,FEROZEPUR                 ,1448786,315.680385642438,26,33,883.436507997999,2715,156,7225,818997,667769,89876,204,62,92.04806,3560.897455998,31096,37218,68876,110411,45,117221,179273,9940,2585.412888,463532,23,71.79,5.61,109.42,NA
2024-2025,Oct,26,PUNJAB,2606,KAPURTHALA,554513,318.135300232705,30,39,940.224950975,818,50,5180,459810,393277,34677,894,79,57.32085,2460.363724975,14936,15994,28584,41466,15,46974,66721,5998,1462.817924,356853,23,31.14,14.44,114.99,NA
2024-2025,Oct,26,PUNJAB,2610,SANGRUR,1514131,325.989408714144,24,74,1000.823131235,1409,10,2905,1011964,809155,78205,169,19,109.11143,4408.830021235,40983,44479,61903,99452,20,86251,130330,4314,3298.89546,735010,11,52.32,18.26,101.88,NA
2024-2025,Oct,26,PUNJAB,2615,MOGA,995446,324.163187561628,20,38,287.151509595,1035,9,3314,611527,557566,86716,58,15,77.65103,2347.147955595,29290,33602,56143,95982,6,90543,146637,4349,1982.345416,429494,9,61.99,24.91,106.19,NA
2024-2025,Oct,26,PUNJAB,2616,MUKATSAR,1339577,335.844805783012,18,158,630.347904638,1191,10,7415,891992,763328,127667,317,68,88.59881,3714.655514638,47995,60627,78211,151763,4,105910,196064,8606,2995.7088,615105,37,60.57,12.51,101.57,NA
2024-2025,Oct,26,PUNJAB,2618,FATEHGARH SAHIB,1578311,321.703975825968,41,154,211.2233892,1768,0,3338,1076858,807417,42329,0,0,67.10479,3742.6231792,25917,27756,35418,55943,72,53228,78632,5106,3464.295,871368,26,30.79,46.22,100,NA
2024-2025,Oct,26,PUNJAB,2620,TARN TARAN,828850,327.316457970794,31,31,685.8051805,2354,48,5589,1024026,761475,57129,1479,43,84.76881,4122.3796224,32269,33706,58977,77283,140,114409,160786,7943,3351.8056319,598865,30,71.13,7.6,112.54,NA
2024-2025,Oct,26,PUNJAB,2622,Pathankot,568193,324.762909231513,31,13,521.0042896,613,70,4605,258625,120972,15008,0,4,85.14109,1446.0634536,8300,8696,24314,31507,15,43136,55575,5218,839.918074,90213,25,75.63,2.97,101.05,NA
2024-2025,Oct,26,PUNJAB,2623,Fazilka,2191742,294.621974662043,17,135,2743.589232714,911,15,4687,1059675,622511,116229,271,76,113.31774,5978.942382714,61818,82641,108461,204954,6,139656,255001,5598,3122.03541,623860,31,66.6,5.68,110.34,NA
2024-2025,Oct,26,PUNJAB,2603,FEROZEPUR                 ,1448786,315.084233512533,26,34,884.575997997999,2715,155,7229,828872,676066,89926,204,62,92.37809,3588.599075998,31475,37683,68902,110462,45,117223,179281,9944,2611.644988,469343,23,71.76,5.66,109.34,NA
2024-2025,Oct,26,PUNJAB,2604,LUDHIANA,1830247,319.746651789534,28,73,1358.314968176,1867,74,6963,1168684,970211,75351,0,0,117.07767,5212.220598176,41654,44132,67296,90100,38,107645,135660,8830,3736.82796,947659,22,78.28,13.06,102.13,NA
2024-2025,Oct,26,PUNJAB,2611,BHATINDA                  ,1240105,327.551613580547,19,726,284.532709028,926,3,3042,794401,640869,95811,0,7,108.81883,2995.424832828,40682,47313,65702,118529,18,99676,165728,3968,2602.0732938,570204,9,58.5,13.04,101.53,NA
2024-2025,Oct,26,PUNJAB,2617,MANSA,944813,310.193223747615,19,145,253.2987678,287,3,1987,508430,405566,75416,0,0,65.7115,1896.1256753,26349,30563,48864,94593,14,82688,144673,2274,1577.1154075,357396,17,47.47,18.42,103.46,NA
2024-2025,Oct,26,PUNJAB,2620,TARN TARAN,828850,328.963857750188,31,31,685.8051805,2354,48,5597,1027446,763388,57113,1499,43,83.66325,4149.3944284,32281,33724,58988,77294,142,114411,160788,7951,3379.9259979,600716,30,70.86,7.57,112.7,NA
2024-2025,Oct,26,PUNJAB,2601,GURDASPUR,879680,330.595613991168,26,28,1198.167092899,1787,392,6209,499315,62958,9230,333,11,102.78722,2951.667802899,18865,19841,62207,71856,18,122383,139586,7996,1650.71349,251677,41,66.53,9.95,101.72,NA
2024-2025,Oct,26,PUNJAB,2605,JALANDHAR,463733,323.78220449998,33,19,946.902380490001,1269,92,4624,579247,545443,45752,204,8,75.98292,2898.38400659,17428,18364,36976,50320,7,73425,98050,5893,1875.4987061,447377,28,87.59,6.35,104.04,NA
2024-2025,Oct,26,PUNJAB,2611,BHATINDA                  ,1240105,326.269773438228,19,716,284.532709028,878,3,3064,772328,623188,95769,0,7,108.81883,2913.224354828,40292,46792,65669,118473,16,99677,165731,3942,2519.8728158,554846,8,58.22,12.94,101.6,NA
2024-2025,Oct,26,PUNJAB,2619,SAS NAGAR MOHALI,373643,313.772726405313,34,12,377.3005043,715,12,2833,314414,155359,11474,110,7,30.72037,1394.5662543,9199,9796,16375,22771,38,33755,44853,3548,986.54538,265774,24,60.11,13.68,102.58,NA
2024-2025,Oct,26,PUNJAB,2621,BARNALA,596044,322.745000314644,25,51,359.301874835,498,5,1165,397275,355585,37542,76,15,62.09905,1703.586124835,15443,17489,25379,43161,22,37855,60986,1663,1282.1852,281983,24,58.63,8.72,100.2,NA
2024-2025,Oct,26,PUNJAB,2604,LUDHIANA,1830247,321.213409203781,28,73,1358.314968176,1867,72,6975,1187990,987001,75384,0,0,117.07767,5291.375818176,41845,44340,67320,90135,40,107645,135662,8842,3815.98318,963504,22,78.11,13.09,102.09,NA
2024-2025,Oct,26,PUNJAB,2606,KAPURTHALA,554513,321.014048629873,31,39,940.632190975,895,48,5103,468971,401007,34687,952,79,57.32085,2503.415834975,14998,16065,28593,41479,16,46974,66721,5998,1505.462794,364189,23,31.61,14.28,115.17,NA
2024-2025,Oct,26,PUNJAB,2616,MUKATSAR,1339577,340.771320008616,18,158,630.347904638,1293,10,7334,905335,774340,127719,317,68,90.17456,3805.644494638,48145,60810,78245,151834,4,105911,196075,8627,3085.12203,624361,37,60.24,12.41,102.33,NA
2024-2025,Oct,26,PUNJAB,2617,MANSA,944813,311.081468514103,19,147,253.2987678,287,3,1987,515453,411345,75428,0,0,69.54732,1926.3248497,26462,30698,48877,94612,15,82688,144674,2274,1603.4787619,362050,17,47.57,18.45,103.46,NA
2024-2025,Oct,26,PUNJAB,2622,Pathankot,568193,327.650803617485,31,16,521.4227896,647,69,4624,269469,126010,15039,8,6,87.13555,1491.4756836,8479,8888,24375,31570,15,43136,55575,5271,882.917344,94136,25,75.67,2.92,100.96,NA
2024-2025,Oct,26,PUNJAB,2601,GURDASPUR,879680,330.682136267649,26,28,1198.167092899,1807,387,6212,510011,64684,9245,345,11,106.97696,2991.659322899,19085,20079,62278,71941,21,122389,139591,8019,1686.51527,256079,41,65.96,10.05,101.74,NA
2024-2025,Oct,26,PUNJAB,2618,FATEHGARH SAHIB,1578311,323.039757116929,41,154,211.2233892,1798,0,3312,1081014,810259,42334,0,0,83.77877,3787.1071592,25942,27783,35421,55947,79,53228,78632,5110,3492.105,874658,26,30.82,46.17,99.99,NA
2024-2025,Oct,26,PUNJAB,2601,GURDASPUR,879680,330.624416823751,26,28,1198.167092899,1807,387,6212,509280,64579,9245,345,11,106.97696,2988.948082899,19084,20078,62277,71940,21,122389,139591,8019,1683.80403,255764,41,66.02,9.98,101.74,NA
2024-2025,Oct,26,PUNJAB,2604,LUDHIANA,1830247,320.093428782448,28,73,1358.314968176,1867,72,6975,1180664,980558,75364,0,0,117.07767,5254.620518176,41760,44243,67308,90115,40,107645,135662,8842,3779.22788,957600,22,78.16,13.01,102.08,NA
2024-2025,Oct,26,PUNJAB,2609,PATIALA,1839268,325.31468016791,24,115,637.198488911,2337,27,6156,1347629,883898,88261,0,0,115.64334,5136.876800111,54586,60181,86482,133682,148,128609,185790,8493,4384.0349712,1065282,18,47.89,28.77,100.72,NA
2024-2025,Oct,26,PUNJAB,2620,TARN TARAN,828850,329.225137258117,31,29,685.8051805,2357,47,5515,1036660,769993,57184,1526,45,83.66325,4182.4137384,32433,33864,59101,77406,142,114460,160838,7872,3412.9453079,606365,30,70.96,7.63,112.73,NA
2024-2025,Oct,26,PUNJAB,2622,Pathankot,568193,328.655068925098,31,16,521.4227896,614,69,4641,267029,124998,15032,8,6,87.13555,1486.1626836,8420,8819,24366,31559,15,43136,55575,5255,877.604344,93200,25,75.65,2.94,100.96,NA
2024-2025,Oct,26,PUNJAB,2601,GURDASPUR,879680,330.733173072202,26,28,1198.167092899,1807,387,6212,509169,64579,9245,345,11,106.97696,2989.134842899,19084,20078,62277,71940,21,122387,139589,8019,1683.99079,255740,41,66.47,10.05,101.75,NA
2024-2025,Oct,26,PUNJAB,2602,AMRITSAR,913738,321.986447191041,29,47,740.3093724,3129,68,6383,828581,647542,58375,725,53,99.61842,3507.8463164,28040,29725,60224,77293,51,104097,129384,9512,2667.918524,504462,21,55.94,3.79,101.9,NA
2024-2025,Oct,26,PUNJAB,2605,JALANDHAR,463733,327.801238169606,33,20,949.851971790001,1327,82,4582,607017,571172,45949,216,9,81.66623,3021.32744369,17976,18957,37152,50541,7,73438,98077,5909,1989.8092419,468925,28,87.65,6.27,103.9,NA
2024-2025,Oct,26,PUNJAB,2609,PATIALA,1839268,325.401522678499,24,115,637.198488911,2337,27,6152,1347113,883795,88261,0,0,115.64334,5136.368043111,54580,60172,86482,133681,148,128609,185789,8489,4383.5262142,1064850,18,47.88,28.78,100.75,NA
2024-2025,Oct,26,PUNJAB,2612,FARIDKOT,767064,333.356023533004,23,87,412.431779908,830,1,1406,569923,459568,58610,34,4,69.96662,2382.271049908,23953,30455,39263,73577,2,52800,93565,2236,1899.87265,381438,5,80.36,2.97,100.7,NA
2024-2025,Oct,26,PUNJAB,2621,BARNALA,596044,326.578203759711,25,51,399.142735635,499,5,1194,404712,362163,37559,76,15,62.32592,1783.169835635,15573,17644,25396,43184,27,37856,60990,1693,1321.70118,287295,25,58.98,8.72,100.27,NA
2024-2025,Oct,26,PUNJAB,2601,GURDASPUR,879680,330.67464139154,26,28,1198.167092899,1819,387,6201,511491,64829,9241,345,11,106.97696,2996.515082899,19078,20073,62224,71890,21,122418,139620,8020,1691.37103,256661,41,65.77,10.01,101.75,NA
2024-2025,Oct,26,PUNJAB,2603,FEROZEPUR                 ,1448786,321.631995642205,26,34,887.913371997999,2867,148,7111,850889,693528,90012,219,62,92.37809,3717.022733398,31785,38070,68982,110583,46,117224,179285,9978,2736.7312714,481301,23,71.85,5.6,110.02,NA
2024-2025,Oct,26,PUNJAB,2604,LUDHIANA,1830247,320.890723706507,28,73,1358.314968176,1871,72,6988,1206829,1002913,75426,0,0,128.68008,5359.597360176,42009,44546,67355,90180,43,107648,135668,8859,3872.602312,978909,22,77.99,13.07,102.49,NA
2024-2025,Oct,26,PUNJAB,2607,HOSHIARPUR,1135091,331.377715895195,31,9,844.565769575,1595,308,7376,690196,367414,59106,585,49,83.67255,3215.394059575,22037,22839,61662,97436,16,107344,161014,8971,2287.15574,423807,16,72.77,8.59,105.67,NA
